Espécie	Domínio	Mínimo opt	Máximo opt	Mínimo sup	Máximo sup	Classificação	Sal é NaCl?	Unidade	Checado?	Referência	journal	Ano
Rheinheimera salexigens	B	3	3	0,5	5	No Class	s	p		Hayashi et al 2018	Micro Society	2018
Roseovarius salinarum	B	6	6	2	15	No Class	s	p		Wang et al 2018	Micro Society	2018
Salibacterium lacus	B	24	24	8	28	No Class	s	p		Wang et al 2018	Micro Society	2018
Virgibacillus phasianinus	B	10	10	0	20	No Class	s	p		Tak et al 2018	Micro Society	2018
Ornithinibacillus gellani	B	2,5	2,5	0,5	17,5	No Class	s	p		Jian-Hang et al 2019	Micro Society	2019
Dongshaea marina	B	2	3	1	5	No Class	s	p		Huang et al 2019	Micro Society	2019
Microbulbifer flavimaris	B	2	4	0,5	15	No Class	s	p		Xiong et al 2019	Micro Society	2019
Oceanobacillus piezotolerans	B	5	5	0	9	No Class	s	p		Yu et al 2019	Micro Society	2019
Dethiosulfovibrio marinus	B	2	2	0,5	5	Slight	s	p		Surkov et al 2001	Micro Society	2001
Dethiosulfovibrio acidaminovorans	B	2	2	0,5	7	Slight	s	p		Surkov et al 2001	Micro Society	2001
Clostridium caminithermale	B	30	30	12	55	Slight	Sais Marinhos	p	Thermo	Brisbarre et al. 2003	Micro Society	2003
Bacillus genomospecies	B				20	Slight	s	p		Yoon et al. 2004	Micro Society	2004
Halolactibacillus miurensis	B	2,5	3	0	25,5	Slight	s	p		Ishikawa et al. 2005	Micro Society	2005
Thalassobacter stenotrophicus	B			0,85	7	Slight	Sais Marinhos	p		Macían et al .2005	Micro Society	2005
Jannaschia rubra	B			0,34	9	Slight	Sais Marinhos	p		Macían et al .2005	Micro Society	2005
Nereida ignava	B			1,36	8	Slight	Sais Marinhos	p		Pujalte et al 2005	Micro Society	2005
Marinomonas dokdonensis	B	2	3	0,5	10	Slight	s	p		Yoon et al. 2005	Micro Society	2005
Dokdonia donghaensis	B	2	2			Slight	s	p		Yoon et al 2005	Micro Society	2005
Kordiimonas gwangyangenis	B	2	2	0,5	4	Slight	s	p		Kwon et al 2005	Micro Society	2005
Thalassobius mediterraneus	B			1,4	8	Slight	Sais Marinhos	p		Arahal et al. 2006	Micro Society	2006
Nocardioides marinus	B	1	3	0,5	8	Slight	s	p		Choi et al 2007	Micro Society	2007
Demequina aestuarii	B	2	4	0	12	Slight	s	p		Yi et al 2007	Micro Society	2007
Paraglaciecola agarilytica	B			2	8	Slight	s	p		Yong et al 2007 / Shivaji and Reddy 2014	Micro Society	2007
Salinimicrobium terrae	B	1	3	0,5	8	Slight	s	p		Chen et al 2008	Micro Society	2008
Marinomonas basaltis	B			1	7	Slight	s	p		Chang et al 2008	Micro Society	2008
Nosocomiicoccus ampullae	B			0	10	Slight	s	p		Alves et al 2008	Micro Society	2008
Psychrilyobacter atlanticus	B			0,5		Slight	s	p		Zhao et al 2009	Micro Society	2009
Psychroflexus sediminis	B	2	3	0,5	6	Slight	s	p		Chen et al 2009	Micro Society	2009
Halomonas zhanjiangensis	B	3	5	1	20	Slight	Sais totais	p		Chen et al 2009	Micro Society	2009
Bacillus neizhouensis	B	2	4	0,5	10	Slight	Sais totais	p		Chen et al 2009	Micro Society	2009
Alkalibacterium thalassium	B	1	2,5	0	11	Slight	s	p	Alkali	Ishikawa et al 2009	Micro Society	2009
Alkalibacterium pelagium	B	0,5	1,5	0	17	Slight	s	p	Alkali	Ishikawa et al 2009	Micro Society	2009
Alkalibacterium putridalgicola	B	2	4	0	20	Slight	s	p	Alkali	Ishikawa et al 2009	Micro Society	2009
Alkalibacterium kapii	B	1,5	2,5	0	21	Slight	s	p	Alkali	Ishikawa et al 2009	Micro Society	2009
Litoreibacter arenae	B			0,85	8	Slight	s	p		Kim et al 2009 / Kim et al 2012	Micro Society	2009
Microbulbifer variabilis	B	2	2	0,5	7	Slight	s	p		Nishijima et al 2009	Micro Society	2009
Microbulbifer epialgicus	B	2	2	0,5	6,5	Slight	s	p	UV	Nishijima et al 2009	Micro Society	2009
Sediminimonas qiaohouensis	B	1,5	10	0,25	20	Slight	s	p		Wang et al 2009	Micro Society	2009
Cobetia crustatorum	B	6,5	6,5	3,5	11,5	Slight	Sais	p		Kim et al 2010	Micro Society	2010
Dethiosulfovibrio salsuginis	B	2	2	0,1	7	Slight	s	p		Díaz-Cárdenas et al 2010	Micro Society	2010
Pontibaca methylaminivorans	B	2	3	0,5	10	Slight	s	p		Kim et al 2010	Micro Society	2010
Tistlia consotensis	B	0,5	0,5	0	4	Slight	s	p		Díaz-Cárdenas et al 2010	Micro Society	2010
Bacillus nanhaiensis	B	0,5	4	0	18	Slight	s	p		Chen et al 2011	Micro Society	2011
Bacillus xiaoxiensis	B	2	4	0,5	20	Slight	s	p		Chen et al 2011	Micro Society	2011
Alkalibacterium subtropicum	B	1	3	0	17	Slight	s	p	Alkali	Ishikawa et al 2011	Micro Society	2011
Jeotgalicoccus halophilus	B	2	3	0,1	16	Slight	s	p		Liu et al 2011	Micro Society	2011
Photobacterium aphoticum	B			0,85	7	Slight	Sais totais	p		Lucena et al 2011	Micro Society	2011
Thioalbus denitrificans	B	3	3	1	5	Slight	s	p		Park et al 2011	Micro Society	2011
Actibacterium mucosum	B			1,7	5	Slight	Sais	p		Lucena et al 2012	Micro Society	2012
Defluviitoga tunisiensis	B	0,5	0,5	0,2	3	Slight	s	p	Thermo	Hania et al 2012	Micro Society	2012
Erythrobacter pelagi	B	2	3		10	Slight	s	p		Wu et al 2012	Micro Society	2012
Kordiimonas aestuarii	B	2	3,5	1	9	Slight	s	p		Math et al 2012	Micro Society	2012
Marinobacter xestospongiae	B	2	2	0,5	6	Slight	s	p		Lee et al 2012	Micro Society	2012
Oceanisphaera sediminis	B	2	2	1	5	Slight	s	p		Shin et al 2012	Micro Society	2012
Ruegeria conchae	B	2	2	1	5	Slight	s	p		Lee et al 2012	Micro Society	2012
Winogradskyella ulvae	B	0,5	0,5	0,5	4	Slight	s	p		Nedashkovskaya et al 2012	Micro Society	2012
Alkalibacterium gilvum	B	2	5	0	17,5	Slight	s	p	Alkali	Ishikawa et al. 2013	Micro Society	2013
Amorphus suaedae	B	2	4	0	10	Slight	s	p		Hwang et al 2013	Micro Society	2013
Bacillus persicus	B	2,5	2,5	0,5	10	Slight	s	p		Didari et al 2013	Micro Society	2013
Bacillus salsus	B	3	3	0,5	7,5	Slight	s	p		Amoozegar et al 2013	Micro Society	2013
Endozoicomonas numazuensis	B	2	2	1	5	Slight	s	p		Nishjima et al 2013	Micro Society	2013
Profundibacterium mesophilum	B	2	6	0,5	20	Slight	s	p		Lai et al 2013	Micro Society	2013
Cyclobacterium halophilum	B	2,5	3	1	10	Slight	s	p		Shahinpei et al 2014	Micro Society	2014
Photobacterium aestuarii	B	2	3	1	6	Slight	s	p		Lo et al 2014	Micro Society	2014
Halopseudomonas salegens	B	3	3	1	10	Slight	s	p		Amoozegar et al 2014 / Rudra and Gupta 2021	Micro Society	2014
Thermoflavifilum aggregans	B	0,1	0,25	0	5	Slight	s	p	Acido	Anders et al 2014	Micro Society	2014
Vallitalea pronyensis	B	2,5	3	0,5	6	Slight	s	p		Aissa et al 2014	Micro Society	2014
Zunongwangia mangrovi	B	2	3	0,3	12	Slight	s	p		Raneshkumar et al 2014	Micro Society	2014
Aliiglaciecola aliphaticivorans	B			1	9	Slight	s	p		Jin et al 2015	Micro Society	2015
Aminobacterium thunnarium	B	2	2	1	5	Slight	s	p		Hamdi et al 2015	Micro Society	2015
Desulfovibrio biadhensis	B	3	3	0,5	8	Slight	s	p		Fadlaoui et al 2015	Micro Society	2015
Idiomarina halophila	B	2	3	0,5	11	Slight	s	p		Lee et al 2015	Micro Society	2015
Roseovarius aquimarinus	B	2	2	1	13	Slight	s	p		Kang et al 2015	Micro Society	2015
Vibrio renipiscarius	B			1	8	Slight	s	p		Tarazona et al 2015	Micro Society	2015
Aliidiomarina iranensis	B	3	3	1	15	Slight	s	p	Alkali	Amoozegar et al 2016	Micro Society	2016
Kordiimonas lipolytica	B	1	3	0,5	10	Slight	s	p		Wu et al 2016	Micro Society	2016
Marinirhabdus gelatinilytica	B	2	5	0,5	7,5	Slight	s	p		Wu et al 2016	Micro Society	2016
Marinomonas spartinae	B			2	15	Slight	s	p		Lucena et al 2016	Micro Society	2016
Pontibacillus salipaludis	B	2	3	1	19	Slight	s	p		Sultanpuram et al 2016	Micro Society	2016
Thalassobius litorarius	B	2	2	1	5	Slight	s	p		Park et al 2016	Micro Society	2016
Altererythrobacter salegens	B	3	8	2	10	Slight	s	p		Liang et al 2017	Micro Society	2017
Consotaella salsifontis	B	1,5	1,5	0	7	Slight	s	p		Díaz-Cárdenas et al 2017	Micro Society	2017
Mangrovibacter phragmitis	B	1	1	0	8	Slight	s	p		Behera et al 2017	Micro Society	2017
Maribacter pelagius	B	2	4	2	6	Slight	s	p		Jin et al 2017	Micro Society	2017
Oleiagrimonas citrea	B	2,5	2,5	0	6	Slight	s	p		Yang et al 2017	Micro Society	2017
Paraliobacillus sediminis	B	3	5	0	15	Slight	s	p		Cao et al 2017	Micro Society	2017
Parasphingopyxis algicola	B	2	2	0	6	Slight	s	p		Jeong et al 2017	Micro Society	2017
Soortia roseihalophila	B	2	2	1	3	Slight	s	p		Amoozegar et al 2017	Micro Society	2017
Desulfovibrio salinus	B	3	3	1	12	Slight	s	p	Sulfur-reducing	Gam et al 2018	Micro Society	2018
Kordiimonas pumila	B	2,5	2,5	1	4	Slight	s	p		Ju et al 2018	Micro Society	2018
Pelagivirga sediminicola	B	2	2	1	10	Slight	s	p		Ji et al 2018	Micro Society	2018
Ruegeria denitrificans	B	3	3	1,5	6	Slight	Sais marinhos	p		Arahal et al 2018	Micro Society	2018
Salinimonas sediminis	B	3	4	2	15	Slight	s	p	Piezo	Cao et al 2018	Micro Society	2018
Bacillus tamaricis	B	2	2	0	1	Slight	s	p	Alkali	Zhang et al 2018	Micro Society	2018
Bacillus salacetis	B	1	3	0	15	Slight	s	p		Daroonpunt et al 2019	Micro Society	2019
Glaciecola amylolytica	B	4	4	1	8	Slight	s	p		Xiao et al 2019	Micro Society	2019
Paraliobacillus zengyii	B	3	3	0	17	Slight	s	p		Wang et al 2019	Micro Society	2019
Parashewanella tropica	B	2	2	0,5	6	Slight	s	p		Namirimu et al 2019	Micro Society	2019
Planomicrobium iranicum	B	3	3	1	7,5	Slight	s	p		Ramezani et al 2019	Micro Society	2019
Shimia thalassica	B	3	3	2	6	Slight	s	p		Arahal et al 2019	Micro Society	2019
Halomonas arcis	B	1	5	0	20	Tolerant	s	p		Xu et al 2007	Micro Society	2007
Halomonas subterranea	B	1	5	0	15	Tolerant	s	p		Xu et al 2007	Micro Society	2007
Salirhabdus euzebyi	B	4	6	0	16	Tolerant	s	p		Albuquerque et al 2007	Micro Society	2007
Rhodobium pfennigii	B	1	2	0	5	Tolerant	s	p		Caumette et al 2007	Micro Society	2007
Nocardiopsis arabia	B	5	5	0	15	Tolerant	s	p		Hozzein et al 2008	Micro Society	2008
Alkalibacterium indicireducens	B	1	11	0	15	Tolerant	s	p	Alcalino	Yumoto et al. 2008	Micro Society	2008
Halomonas xinjiangensis	B	10	13	0	20	Tolerant	s	p		Guan et al 2010	Micro Society	2010
Algiphilus aromaticivorans	B	3	3	0	12	Tolerant	s	p		Gutierrez et al 2012	Micro Society	2012
Marinobacter antarcticus	B	3	4	0	25	Tolerant	s	p		Liu et al 2012	Micro Society	2012
Cobetia amphilecti	B	5	5	0	20	Tolerant	s	p		Romanenko et al 2013	Micro Society	2013
Cobetia litoralis	B	5	6	0	20	Tolerant	s	p		Romanenko et al 2013	Micro Society	2013
Cobetia pacifica	B	5	6	0	20	Tolerant	s	p		Romanenko et al 2013	Micro Society	2013
Texcoconibacillus texcoconensis	B	9	16	0	26	Tolerant	s	p	Alkali	Ruiz-Romero et al 2013	Micro Society	2013
Bacillus ligniniphilus	B	2	2	0	10	Tolerant	s	p		Zhu et al 2014	Micro Society	2014
Haloactinopolyspora alkaliphila	B	2,5	5	0	12,5	Tolerant	s	p	Alkali	Zhang et al 2014	Micro Society	2014
Lysinibacillus halotolerans	B	3	3	0	10	Tolerant	s	p		Kong et al 2014	Micro Society	2014
Mobilitalea sibirica	B	1,5	1,5	0	8,5	Tolerant	s	p		Podosokorskaya et al 2014	Micro Society	2014
Halomonas salicampi	B	14	14	0	23	Tolerant	s	p	Alkali	Lee et al 2015	Micro Society	2015
Nesterenkonia alkaliphila	B	1	1	0	12	Tolerant	s	p	Alkali	Zhang et al 2015	Micro Society	2015
Phytoactinopolyspora endophytica	B			0	9	Tolerant	s	p		Li et al 2015	Micro Society	2015
Tamilnaduibacter salinus	B	8	10	1	20	Tolerant	s	p		Verma et al 2015	Micro Society	2015
Zhihengliuella somnathii	B	4	4	0,5	15	Tolerant	s	p		Jha et al 2015	Micro Society	2015
Alkalispirochaeta cellulosivorans	B	1	1	0	10	Tolerant	s	p	Alakli	Sravanthi et al 2016	Micro Society	2016
Bacillus ectoiniformans	B	2	2	0	10	Tolerant	s	p		Zhu et al 2016	Micro Society	2016
Salirhabdus salicampi	B	8	8	0	16	Tolerant	s	p		Lee et al 2017	Micro Society	2017
Georgenia deserti	B	5	5	0	17	Tolerant	s	p		Hozzein et al 2018	Micro Society	2018
Planococcus halotolerans	B	3	3	0	15	Tolerant	s	p	Psychro	Gan et al 2018	Micro Society	2018
Roseovarius nitratireducens	B	1,5	1,5	0,5	18	Tolerant	s	p		Shen et al 2018	Micro Society	2018
Saccharopolyspora deserti	B	5	10	0	22	Tolerant	s	p		Yang et al 2018	Micro Society	2018
Salibacterium nitratireducens	B	10	10	0	12	Tolerant	s	p	Alkali	Singh et al 2018	Micro Society	2018
Anaerosacchariphilus polymeriproducens	B	2	2	0	6	Tolerant	s	p		Kim et al 2019	Micro Society	2019
Ectothiorhodospira halochloris	B	20		5	40	No Class	Sais totais	p		Imhoff e Trüper 1977		1977
Mesophilobacter marinus	B	7	7			No Class	Sais totais	p		Nishimura et al. 1989	Micro Society	1989
Salibacillus marismortui	B	10		5	25	No Class	Sais totais	p		Arahal et al. 1999		1999
Nocardioides ganghwensis	B	4	6	1	10	No Class	Sais Marinhos	p		Yi et al 2005	Micro Society	2005
Gracilibacillus dipsosauri	B	15				No Class	s	p		Lawsonet al.1996 / Waino et al. 1999		
Aestuariirhabdus litorea	B	2	2	1	6	Moderate	s	p		Khan et al 2020	Micro Society	2020
Aidingimonas lacisalsi	B	10	13	5	25	Moderate	s	p		Guan et al 2020	Micro Society	2020
Alcanivorax sediminis	B	3	5	0	15	Moderate	s	p		Liao et al 2020	Micro Society	2020
Aliifodinibius saliphilus	B	10	10	3	25	Moderate	s	p		Cho and Whang 2020	Micro Society	2020
Anaerohalosphaera lusitana	B	12	12	5	15	Moderate	s	p		Pradel et al 2020	Micro Society	2020
Limihaloglobus sulfuriphilus	B	6	6	3	10	Moderate	s	p		Pradel et al 2020	Micro Society	2020
Bacillus natronophilus	B	5	5	0,5	15	Moderate	s	p	Alkali	Menes et al 2020	Micro Society	2020
Bacillus salinus	B	2	3	1	9	Moderate	s	p		Kang et al 2020	Micro Society	2020
Halalkalibacillus sediminis	B	6	9	0	22	Moderate	s	p		He et al 2020	Micro Society	2020
Haloarcula mannanilytica	A	3,6	3,6	1,5	4,6	Extreme	s	m		Enomoto et al 2020	Micro Society	2020
Halobacterium bonnevillei	A	3	3	2	5,4	Extreme	s	m		Myers and King 2020	Micro Society	2020
Halobaculum saliterrae	A	3	3	2	5,4	Extreme	s	m		Myers and King 2021	Micro Society	2020
Halovenus carboxidivorans	A	4	4	3	5,4	Extreme	s	m		Myers and King 2022	Micro Society	2020
Halomicroarcula amylolytica	A	23	23	8	30	No Class	s	p		Chen et al 2020	Micro Society	2020
Halomicrococcus hydrotolerans	A	20	20	10	30	Extreme	s	p		Chen et al 2020	Micro Society	2020
Halomonas lactosivorans	B	4	10	1	12	No Class	s	p		Ming et al 2020	Micro Society	2020
Halomonas lysinitropha	B	5	5	3	15	Moderate	s	p		Ramezani et al 2020	Micro Society	2020
Halomonas pellis	B	10	10	1	17	Moderate	s	p		Li et al 2020	Micro Society	2020
Halomonas piezotolerans	B	3	7	0,5	21	Slight	s	p	Piezo	Yan et al 2020	Micro Society	2020
Halomonas radicis	B	2,5	2,5	0	25	Tolerant	s	p		Navarro-Torres et al 2020	Micro Society	2020
Halomonas urmiana	B	7,5	7,5	0,5	20	Moderate	s	p		Khan et al 2020	Micro Society	2020
Halostella pelagica	A	2,6	2,6	1,4	4,8	No Class	s	m		Han and Cui 2020	Micro Society	2020
Halostella litorea	A	2,6	2,6	1,4	4,8	No Class	s	m		Han and Cui 2021	Micro Society	2020
Maribacter algicola	B	2	3	0,5	5	Moderate	s	p		Khan et al 2020	Micro Society	2020
Marinobacter denitrificans	B	7,5	7,5	3	25	No Class	s	p		Zhang et al 2020	Micro Society	2020
Marinobacter fonticola	B	1	2	0	19	Tolerant	s	p		Sun et al 2020	Micro Society	2020
Marinobacter halodurans	B	6	6	1	18	No Class	s	p		Yoo et al 2020	Micro Society	2020
Marinobacter vulgaris	B	3	6	0,5	18	Moderate	s	p		Zhang et al 2020	Micro Society	2020
Marisediminitalea mangrovi	B	3	6	1	9	Slight	s	p		Zhang et al 2020	Micro Society	2020
Mesonia oceanica	B	2	4	1	15	Slight	s	p		Lucena et al 2020	Micro Society	2020
Microbulbifer harenosus	B	2	3	2	11	No Class	s	p		Huang et al 2020	Micro Society	2020
Natrialba swarupiae	A	25	25	20	35	No Class	s	p		Kajale et al 2020	Micro Society	2020
Nitrincola iocasae	B	1	3	1	11	Slight	s	p		Zhang et al 2020	Micro Society	2020
Paramesonia marina	B	3	3	0,5	10	Moderate	s	p		Wnag et al 2020	Micro Society	2020
Phytoactinopolyspora mesophila	B	2	5	1	11	Moderate	s	p		Feng et al 2020	Micro Society	2020
Psychrobacillus vulpis	B	2,5	2,5	0	5,5	Slight	s	p		Rodríguez et al 2020	Micro Society	2020
Neoascochyta fuci	E					Slight	Sais Marinhos	p		Gonçarlves et al 2020	Micro Society	2020
Paraconiothyrium salinum	E					Slight	Sais Marinhos	p		Gonçarlves et al 2021	Micro Society	2020
Roseovarius bejariae	B	5	5	0,5	15	Moderate	s	p		Castro et al 2020	Micro Society	2020
Roseovarius gahaiensis	B	2	2	0,5	20	No Class	s	p		Sun et al 2020	Micro Society	2020
Rubrobacter tropicus	B	3	3	1	4	Slight	s	p		Chen et al 2020	Micro Society	2020
Rubrobacter marinus	B	3	3	1	6	Slight	s	p		Chen et al 2020	Micro Society	2020
Salinibaculum litoreum	A	3,1	3,1	0,9	4,8	No Class	s	m		Han and Cui 2020	Micro Society	2020
Salinigranum halophilum	A	18	20	5	30	No Class	s	p		Zhao et al 2020	Micro Society	2020
Salinimonas iocasae	B	3	5	2	20	Moderate	s	p		Zhang et al 2020	Micro Society	2020
Sediminibacillus terrae	B	4	7	0,5	20	Moderate	s	p		Wu et al 2020	Micro Society	2020
Sphaerochaeta halotolerans	B	1	2	0	7,5	Tolerant	s	p		Bizhieva et al 2020	Micro Society	2020
Thalassocella blandensis	B	2,5	2,5	1,5	9	Slight	Sais totais	p		Lucena et al 2020	Micro Society	2020
Acuticoccus mangrovi	B	2	3	1	10	Moderate	s	p	Alkali	Li et al 2021	Micro Society	2021
Alkalicaulis satelles	B	2	6	0	14	Moderate	s	p	Alkali	Kevbrin et al 2021	Micro Society	2021
Aquibacillus kalidii	B	5	8	0	14	Moderate	s	p		Wang et al 2021	Micro Society	2021
Desulfovibrio subterraneus	B	0,5	5	0	40	Tolerant	s	g		Ueno et al 2021	Micro Society	2021
Halobacillus fulvus	B	10	15	2	33	Moderate	s	p		Booncharoen et al 2021	Micro Society	2021
Halobaculum halophilum	A	3,9	3,9	1,7	4,8	No Class	s	m		Cui et al 2022	Micro Society	2021
Halobaculum salinum	A	4,3	4,3	1,7	4,8	No Class	s	m		Cui et al 2022	Micro Society	2021
Halomonas azerbaijanica	B	3	5	0	12	Slight	s	p		Kazemi et al 2021	Micro Society	2021
Halomonas diversa	B	2	8	0	19	Moderate	s	p		Wang et al 2021	Micro Society	2021
Halomonas icarae	B	2	8	0	24	Moderate	s	p		Pandiyan et al 2021	Micro Society	2021
Halosimplex halophilum	A	4,3	4,3	1,4	5,1	No Class	s	m		Yang et al 2021	Micro Society	2021
Halosimplex salinum	A	3,1	3,1	2,1	4,8	No Class	s	m		Yang et al 2021	Micro Society	2021
Lolliginicoccus lacisalsi	B	0	4	0	10	Tolerant	s	p		Yang et al 2021 / Miyanishi et al 2023	Micro Society	2021
Kaustia mangrovi	B	3	5	2	14	Moderate	s	p		Sefrji et al 2021	Micro Society	2021
Kushneria phosphatilytica	B	6	6	0,5	20	No Class	s	p		Du et al 2021	Micro Society	2021
Lunatibacter salilacus	B	2	2	0	7	Slight	s	p		Han et al 2021	Micro Society	2021
Mangrovivirga cuniculi	B	7	9	3	11	Moderate	s	p		Sefrji et al 2021	Micro Society	2021
Marinobacter mangrovi	B	2	3	0	18	Tolerant	s	p		Yi et al 2021	Micro Society	2021
Natronoglycomyces albus	B	0,1	0,3	0,1	3	Tolerant	Na+	m	Alkali	Sorokin et al 2021	Micro Society	2021
Oricola thermophila	B	3	3	1	6	Slight	s	p	Thermo	Yang et al 2021	Micro Society	2021
Paraliobacillus salinarum	B	5	5	2	15	Slight	s	p		Yin et al 2021	Micro Society	2021
Photobacterium arenosum	B	0	4	0	6	No Class	s	p		Weerawongwiwat et al 2021	Micro Society	2021
Prauserella cavernicola	B			0	7	Tolerant	s	p		Suriyachadkun et al 2021 	Micro Society	2021
Occultella aeris	B	0,5	2	0,5	6	Tolerant	s	p		Schumann et al 2021	Micro Society	2021
Rossellomorea arthrocnemi	B			0	25	Tolerant	s	p		Navarro-Torre et al 2021	Micro Society	2021
Ruania rhizosphaerae	B	0	8	0	11	Moderate	s	p		Lu et al 2021	Micro Society	2021
Salinadaptatus halalkaliphilus	A	4,4	4,4	2,6	5,3	No Class	s	m		Xue et al 2021	Micro Society	2021
Aequorivita iocasae	B	3	6	1	10	Moderate	s	p		Zhang et al 2022	Micro Society	2022
Aliidiomarina halalkaliphila	B	4	6	0	13	No Class	s	p	Alkali	Yang et al 2022	Micro Society	2022
Alteribacter keqinensis	B	3	3	0	16	Moderate	s	p		Liu et al 2022	Micro Society	2022
Aquibacillus saliphilus	B	10	10	1	20	Moderate	s	p		Cho and Whang et al 2022	Micro Society	2022
Halosolutus amylolyticus	A	3,1	3,1	2	4,8	Extreme	s	m		Sun et al 2022	Micro Society	2022
Halosolutus gelatinilyticus	A	3,1	3,1	1,4	4,8	Extreme	s	m		Sun et al 2022	Micro Society	2022
Halosolutus halophilus	A	3,1	3,1	1,7	4,8	Extreme	s	m		Sun et al 2022	Micro Society	2022
Dethiosulfovibrio faecalis	B	0,4	0,4	0	1,6	Tolerant	s	m		Grabowski et al 2022	Micro Society	2022
Haladaptatus halobius	A	3,9	3,9	1,7	4,8	Extreme	s	m		Xin et al 2022	Micro Society	2022
Haladaptatus salinisoli	A	4,3	4,3	3,4	4,8	Extreme	s	m		Xin et al 2022	Micro Society	2022
Halalkalibacterium roseum	B	6,5	10	4	20	Moderate	s	p		Wu et al 2022	Micro Society	2022
Halobaculum rubrum	A	2,1	2,1	1,7	4,8	Extreme	s	m		Dilmurat et al 2022	Micro Society	2022
Halocatena salina	A	4,3	4,3	1,4	4,8	No Class	s	m		Wu et al 2022	Micro Society	2022
Halomonas antri	B	1	6	0	13	Moderate	s	p		So et al 2022	Micro Society	2022
Halomonas getboli	B	3	3	1	15	Tolerant	s	p		Yoo et al 2022	Micro Society	2022
Halorhabdus amylolytica	A	20	20	18	30	Extreme	s	p		Wang et al 2022	Micro Society	2022
Halorhabdus salina	A	23	23	18	30	Extreme	s	p		Wang et al 2022	Micro Society	2022
Halorubrum salinarum	A	20	25	10	30	Extreme	s	p		Han et al 2022	Micro Society	2022
Halorussus halobius	A	4,3	4,3	0,9	4,8	No Class	s	m		Han and Cui 2022	Micro Society	2022
Halorussus marinus	A	3,1	3,1	0,9	4,8	No Class	s	m		Han and Cui 2022	Micro Society	2022
Halorussus pelagicus	A	2,6	2,6	2	4,8	No Class	s	m		Han and Cui 2022	Micro Society	2022
Miniphocaeibacter halophilus	B			0	35	Moderate	s	g		Schnürer et al 2022	Micro Society	2022
Natrinema halophilum	A	2,6	2,6	1,4	4,8	Extreme	s	m		Bao et al 2022	Micro Society	2022
Natrinema salinisoli	A	3,9	3,9	1,7	4,8	Extreme	s	m		Bao et al 2022	Micro Society	2022
Natrinema amylolyticum	A	3,1	3,1	1,4	4,8	Extreme	s	m		Bao et al 2022	Micro Society	2022
Haloterrigena alkaliphila	A	3,9	3,9	1,4	5,1	Extreme	s	m		Bao et al 2022	Micro Society	2022
Paracoccus salsus	B	2	2	2	9	Slight	s	p		Gao et al 2022	Micro Society	2022
Parvicella tangerina	B	3	4	1	7	Slight	Sais Marinhos	p		Lucena et al 2022	Micro Society	2022
Lysobacter luteus	B	1	3	0,5	8	Slight	Sais Marinhos	p		Lucena et al 2022	Micro Society	2022
Pseudalkalibacillus salsuginis	B	2	2	0	20	Tolerant	s	p		Gao et al 2022	Micro Society	2022
Pseudovibrio flavus	B	2	2	0,5	5	No Class	s	p		Goldberg et al 2022	Micro Society	2022
Psychrobacter halodurans	B	4	5	0	12	Slight	s	p		Shang et al 2022	Micro Society	2022
Psychrobacter coccoides	B	3	4	0,5	12	Slight	s	p		Shang et al 2022	Micro Society	2022
Sagittula salina	B			1	5	Slight	s	p	Psychro	Satari et al 2022	Micro Society	2022
Sediminibacillus dalangtanensis	B	7,2	7,2	0	21,6	Moderate	s	p		Huang et al 2022	Micro Society	2022
Sinomicrobium weinanense	B	0	3	0	12	No Class	s	p		Wu et al 2022	Micro Society	2022
Thiomicrorhabdus heinhorstiae	B	0,41	0,41	0,08	0,689	Moderate	s	m		Updegraff et al 2022	Micro Society	2022
Planococcus halophilus	B			0	5,5	No Class	s	m	Sim	Novitsky and Kushner 1976	Micro Society	1976
Halomonas elongata	B	3,5	8	0	32	No Class	Solar salts	p	Sim	Vreeland et al 1980	Micro Society	1980
Deleya halophila	B	7,5	7,5	2	30	Moderate	Marine salts	p	Sim	Quesade et al 1984	Micro Society	1984
Alcanivorax xiamenensis	B	3	5	0,5	15	No Class	s	p		Lai et al 2023	Micro Society	2023
Arcobacter roscoffensis	B	3	3	2	7	No Class	s	p		Pascual et al 2023	Micro Society	2023
Brevibacillus humidisoli	B	0	0	0	6	Tolerant	s	p		Lee et al 2023	Micro Society	2023
Haloarcula terrestris	A	25	25	15	30	Extreme	s	p		Stralová et al 2023	Micro Society	2023
Salinimicrobium tongyeongense	B	3	3	0,5	7	Moderate	s	p		Ganbat et al 2023	Micro Society	2023
Georgenia halotolerans	B	0	3	0	15	Tolerant	s	p		Liu et al 2023	Micro Society	2023
Gillisia lutea	B	2	7	0	10	No Class	s	p		Vidal-Verdú et al 2023	Micro Society	2023
Gracilibacillus salinarum	B	5	10	0	15	Tolerant	s	p		Subramanian et al 2023	Micro Society	2023
Gracilibacillus caseinilyticus	B	5	10	0	20	Tolerant	s	p		Subramanian et al 2023	Micro Society	2023
Gracilimonas sediminicola	B	2	2	0	10	Tolerant	s	p		Lee et al 2023	Micro Society	2023
Gramella oceanisediminis	B	0	2	0	9	Moderate	s	p		Yang et al 2023	Micro Society	2023
Halobacterium wangiae	A	3,1	3,1	1,4	4,8	Extreme	s	m		Wang et al 2023	Micro Society	2023
Halobacterium zhouii	A	3,4	3,4	1,7	4,3	Extreme	s	m		Wang et al 2023	Micro Society	2023
